ASV	NTC	NTC	NTC	NTC	NTC	NTC	NTC	P2	D26	P27	P6	D6	V6	S6	V4	P9	S22	D2	P30A	V9	S13	S30A	D9	D13	V13	V23	V17	V16	D16	S17	P22	P17	D17	S9	P10	D22	S4	P5	P23	D23	V2	V5	V2_3	S2_2	D24	V24	S24	P26	S31	S27	S2	V27	S26	V10	V2_2	V30B	V78	V30A	P16	D30B	S10	D30A	S78	D31	P13	D4	D5	P76	D76	V76	S30B	P31	D78	S76	P78	P4	P2_2	P2_3	D2_2	D27	S23	P24	S2_3	V31	P30B	V26	V22	D10	S16	D2_3	S5
ASV66	0	0	0	1	0	0	0	0	0	1249	0	0	0	0	0	82	0	0	0	0	2	0	22	0	0	0	0	21	0	0	0	0	0	17	0	0	0	4107	1	53	0	0	0	0	0	5	1	1109	22	0	0	0	1	0	0	0	0	0	0	5	0	0	0	1	0	0	0	0	2	0	137	1	0	0	0	0	0	0	0	0	232	0	0	0	6292	2	0	0	3	0	3
ASV67	0	1	0	1	0	0	0	0	0	1220	0	0	0	0	0	75	0	0	0	0	2	0	17	0	0	0	0	18	1	0	0	0	0	16	0	0	0	4075	1	61	0	1	0	0	0	5	2	1109	31	0	0	0	3	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	1	0	155	0	0	0	0	0	0	0	0	1	231	0	0	0	6129	0	0	0	1	0	1
ASV68	0	0	0	1	0	0	0	3	385	0	3	50	81	123	24	1	37	786	0	6	237	64	130	59	0	1	0	0	14	942	4	16	2805	190	1	4	103	0	4	122	133	85	387	196	11	2	160	8	40	9	276	50	310	42	76	1	10	0	12	589	165	233	322	766	3	1	498	5	12	0	60	5	544	525	7	0	3	2	835	0	267	0	493	4	0	4	0	381	147	557	181
ASV69	0	0	0	1	0	0	0	0	218	1	2	0	0	0	3	0	0	1969	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	13	0	0	9	0	0	0	0	0	330	0	0	0	0	1	12	3	259	13	15	0	0	25	0	2500	0	0	0	0	1	2905	0	603	112	0	3	0	6	0	0	0	0	0	0	0	2285	0	0	0	417	108	0	0	0	0	0	2001	300
ASV70	0	0	0	0	0	0	0	28	0	4	2	0	4	12	38	153	5	76	327	128	31	178	28	31	0	2	0	0	0	11	0	12	1	11	25	0	74	0	50	12	2699	2632	12	687	149	5	4	0	2	0	5	8	0	23	2880	30	9	6	13	42	40	500	24	12	1	131	994	0	302	1	9	3	293	9	32	164	28	8	112	29	51	19	9	3	4	1	2	57	11	75	112
ASV71	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	103	1715	1068	0	9	0	0	0	0	0	0	0	0	0	944	81	95	1	38	0	0	0	0	28	1	4	0	0	0	139	1	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	514	0	0	2636	0	0	0	0	29	0	0
ASV72	0	0	0	0	0	0	0	11	0	5	8	0	3	3	22	143	4	95	217	97	24	127	32	25	1	1	0	0	0	11	1	5	1	12	23	0	53	0	34	17	2730	2805	6	503	178	4	1	0	9	4	10	5	0	24	3049	14	4	13	31	35	19	374	5	12	1	150	1073	1	84	6	7	2	234	5	22	152	16	17	115	22	45	15	15	3	1	1	7	41	8	74	63
ASV73	0	1	0	0	0	0	0	16	0	8	7	0	4	6	43	122	9	85	279	117	29	135	46	17	1	0	1	1	0	9	1	5	3	13	17	3	69	0	38	20	2312	2392	7	569	119	1	1	0	6	1	4	8	0	32	2662	19	12	5	7	37	28	439	24	6	1	110	974	0	279	8	9	2	281	9	22	131	25	21	107	24	39	12	14	0	1	0	3	104	6	76	88
ASV74	0	0	0	0	0	0	0	0	0	746	0	0	0	0	0	8	2	1	0	453	0	0	629	0	0	0	1	0	0	0	0	0	0	11935	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	1	0	0	3	0
ASV75	0	0	0	0	0	0	0	0	0	1066	0	1	0	0	0	73	0	0	0	0	3	0	19	0	0	0	0	27	0	0	0	0	0	10	0	0	0	3605	0	57	0	0	0	1	0	1	0	986	21	1	0	0	1	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	152	0	0	0	0	0	0	0	0	0	203	0	0	0	5844	0	0	0	3	0	0
ASV76	0	0	0	0	0	0	0	0	0	1011	0	1	0	0	0	77	1	0	0	1	3	0	16	0	0	0	0	16	0	0	1	0	0	14	0	0	0	3368	1	47	0	0	0	0	0	2	0	882	22	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	1	0	0	1	0	0	192	0	0	1	5254	0	0	0	3	0	0
ASV77	0	0	0	0	0	0	0	0	368	0	0	0	0	292	0	0	0	0	0	0	1	0	782	5	0	0	1	0	0	0	0	0	0	463	0	0	0	0	0	4697	0	0	0	0	0	0	0	0	2654	0	0	0	1	0	0	0	0	0	0	0	1688	0	0	14	0	0	6	0	632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	108	0	0
ASV78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	1718	1022	1	10	0	0	0	0	0	0	0	0	0	979	83	107	4	41	0	0	0	0	29	1	7	1	1	0	121	0	0	1	0	0	0	0	0	11	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	527	0	4	2741	0	0	0	0	28	0	0
ASV79	0	0	0	0	0	0	0	44	651	3	8	224	19	176	14	2	20	199	7	4	290	168	125	1157	2	1	100	17	115	183	29	32	57	147	140	10	51	12	148	40	19	16	87	298	0	1	142	5	127	22	113	44	555	61	19	5	164	14	9	1232	401	539	63	320	14	11	115	122	37	21	67	38	736	126	12	78	65	50	171	491	48	23	75	5	4	14	27	258	412	291	93
ASV80	0	0	0	0	0	0	0	0	370	0	0	0	0	300	0	0	0	0	0	0	0	0	824	1	0	0	0	0	0	0	0	0	0	503	0	0	0	0	0	4654	0	0	0	0	0	0	0	1	2543	0	0	0	5	0	0	0	0	0	0	0	1729	0	0	14	0	0	8	0	613	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	50	116	0	0
ASV81	0	0	0	1	0	0	0	15	0	5	4	0	7	5	24	112	2	91	285	105	29	120	33	27	1	1	3	0	2	11	0	9	2	16	24	1	53	2	36	15	2204	2276	10	506	104	1	3	0	4	1	5	3	0	29	2354	30	17	6	5	37	42	410	20	10	0	119	889	1	276	4	6	8	280	6	17	135	15	20	89	24	33	11	8	0	0	0	1	79	3	62	79
ASV82	0	0	0	5	0	0	0	0	181	0	0	0	0	0	0	0	0	1816	0	0	0	39	0	0	0	0	0	0	0	1	0	0	0	15	0	0	3	0	0	0	0	0	315	0	0	0	0	0	2	1	252	8	21	0	0	13	0	2048	0	0	0	0	0	2418	0	487	74	0	3	0	10	0	0	0	0	0	0	0	1881	0	0	0	350	96	0	0	0	0	0	1737	272
ASV83	0	0	0	0	0	0	0	0	174	0	0	0	0	0	2	0	0	1657	0	0	0	39	0	0	0	0	0	0	0	2	0	0	0	15	0	0	5	0	0	0	0	0	317	0	0	0	0	0	5	1	245	11	20	0	0	12	0	2081	0	0	0	0	0	2457	0	485	93	0	3	0	15	0	0	0	1	0	0	0	1862	0	0	0	341	89	0	0	0	0	0	1706	238
ASV84	0	0	0	1	0	0	0	0	276	0	0	54	50	96	16	4	37	586	5	7	213	37	102	47	0	0	3	0	16	744	2	14	2317	161	0	9	86	0	10	91	83	72	283	169	12	2	138	11	35	12	206	40	268	16	71	3	7	0	15	532	129	197	263	598	0	2	380	5	5	1	56	7	433	432	12	1	4	6	674	0	231	0	408	7	0	2	0	295	118	429	138
ASV85	0	0	0	0	0	0	0	2	255	0	1	40	47	109	22	2	28	610	1	3	174	45	107	40	0	4	4	0	9	761	5	16	2270	182	1	5	78	0	8	94	98	56	302	159	12	0	108	7	28	6	193	35	283	22	67	0	5	1	20	547	153	184	241	573	1	6	396	6	11	3	42	7	399	441	4	0	1	3	683	0	269	0	418	0	1	2	0	299	122	418	154
ASV86	0	1	0	0	0	0	0	61	0	5	30	3	94	172	53	3	102	2684	0	4	59	49	0	90	0	1	0	0	1	44	3	8	0	58	11	0	124	0	1	0	16	20	2789	0	0	11	0	22	0	0	2146	9	0	44	19	29	0	35	24	0	6	1	14	0	1	0	0	0	0	27	204	0	703	50	76	1	42	45	2141	11	10	1	2559	0	8	0	12	392	0	2113	127
ASV87	0	0	0	0	0	0	0	0	0	682	0	0	0	0	0	11	0	0	0	346	0	0	551	0	0	0	0	0	0	1	0	0	0	9657	0	0	0	0	0	1	1	0	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
ASV88	0	1	0	0	0	0	0	11	0	5	3	0	3	2	25	82	3	63	188	92	24	114	30	15	1	0	1	0	2	9	0	3	0	17	13	1	53	0	34	8	2143	2173	9	395	147	4	1	0	5	3	8	5	0	24	2468	12	9	10	20	25	22	270	18	10	2	103	925	0	70	4	3	2	208	5	23	134	13	14	94	13	51	13	8	1	0	0	10	26	2	49	57
ASV89	0	0	0	0	0	0	0	21	0	3	4	0	0	5	22	86	4	94	198	90	17	109	28	30	0	3	0	0	2	4	0	2	0	17	17	0	62	1	34	12	2223	2231	9	381	130	4	1	0	6	1	6	6	0	21	2518	10	11	6	18	27	24	269	12	7	0	111	911	2	74	2	6	1	217	6	12	136	10	14	80	22	43	8	7	0	0	1	7	31	2	69	71
ASV90	0	0	0	0	0	0	0	0	0	623	0	1	0	0	0	4	0	0	0	341	0	0	474	0	0	0	1	0	0	0	0	0	0	9617	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	1	1
ASV91	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	98	1523	834	1	5	0	0	0	0	1	0	0	0	0	753	64	78	3	36	0	0	0	0	28	1	3	1	0	0	127	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	419	0	0	2160	0	0	0	0	30	0	0
ASV92	0	0	0	0	0	0	0	0	0	854	0	0	0	1	0	45	0	0	0	0	3	0	14	1	0	0	0	19	1	0	0	0	0	14	0	1	0	2873	0	64	0	0	0	0	0	4	0	779	19	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0	0	0	177	0	0	0	4695	4	0	0	3	0	4
ASV93	0	0	0	0	0	0	0	0	0	812	0	0	0	0	0	61	1	0	0	0	1	0	9	0	0	0	0	12	0	0	0	0	0	11	0	0	0	2971	1	50	0	0	0	0	0	4	0	785	15	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	150	0	0	0	4627	0	0	0	2	0	0
ASV94	0	0	0	0	0	0	0	0	345	0	0	0	0	240	0	0	0	0	0	0	1	0	711	7	0	0	0	0	0	0	0	0	0	441	0	0	0	0	0	4045	0	0	0	0	0	0	0	0	2361	0	0	0	1	0	0	0	0	0	0	0	1613	0	0	8	0	0	11	0	539	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	68	86	0	0
ASV95	0	0	0	0	0	0	0	0	158	0	0	0	0	0	0	0	0	1438	0	0	0	35	0	0	0	0	1	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	261	0	0	1	0	0	3	2	206	8	18	0	0	13	0	1810	0	0	0	0	0	2199	0	394	79	0	5	0	10	0	0	0	0	0	0	0	1635	0	0	0	279	85	0	0	0	0	0	1491	213
ASV96	0	0	0	0	0	0	0	1	261	0	2	38	58	74	16	1	25	547	1	3	187	57	97	51	1	0	4	0	17	681	1	11	1999	141	2	6	72	1	1	95	94	52	259	155	10	1	116	6	35	8	192	28	256	29	51	2	1	0	4	485	146	176	228	533	1	1	328	1	6	1	47	2	348	363	10	0	2	4	640	2	194	0	358	1	0	3	0	304	111	362	118
ASV97	0	1	0	1	0	0	0	11	0	1	1	0	2	5	25	94	3	65	232	65	21	95	16	15	2	1	2	0	1	13	0	7	0	11	17	0	46	1	39	9	1898	1863	6	478	90	4	2	0	8	1	4	4	0	23	2174	21	5	5	15	38	20	360	22	9	2	81	725	0	239	3	12	1	218	10	19	111	13	18	84	26	52	11	15	1	0	2	3	79	4	46	53
ASV98	0	0	0	0	0	0	0	0	0	583	0	0	0	0	0	4	0	0	0	319	1	0	470	0	0	0	0	0	0	0	0	0	0	8838	0	0	0	0	0	0	2	6	5	0	0	0	0	0	0	0	3	0	1	0	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0
ASV99	0	0	0	0	0	0	0	0	280	0	0	0	0	258	0	0	0	0	0	0	0	0	645	1	0	0	0	0	0	0	0	0	0	399	0	0	0	0	0	4011	0	0	0	0	0	0	0	0	2126	0	0	0	2	0	0	0	0	0	0	0	1450	0	0	3	0	0	6	0	535	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	55	93	0	0
ASV100	0	0	0	0	0	0	0	20	0	6	4	0	2	5	32	98	3	77	231	92	28	108	22	19	1	3	0	0	0	8	0	4	1	18	27	2	51	3	29	10	1835	1785	10	459	100	4	1	0	1	1	13	2	0	18	2179	15	6	9	6	25	30	375	13	7	0	106	740	0	242	7	3	0	217	7	9	111	18	10	74	27	31	3	6	0	0	0	3	63	2	65	76
ASV101	0	0	0	0	0	0	0	11	0	1	2	0	5	2	20	76	4	67	177	70	19	108	31	17	2	0	0	0	0	7	0	5	2	8	13	1	43	2	27	11	1969	1964	5	409	98	1	1	0	6	0	5	5	0	16	2139	7	4	3	14	20	25	263	7	4	2	102	777	2	63	3	6	0	162	2	14	85	13	11	78	7	34	9	9	0	1	2	16	25	5	46	56
ASV102	0	0	0	1	0	0	0	50	540	5	3	151	13	153	14	2	17	161	18	7	237	124	112	850	0	4	60	10	84	110	20	27	40	115	98	5	35	6	88	39	11	14	69	248	1	0	107	2	76	13	109	41	373	70	13	3	126	11	16	915	306	454	46	269	12	6	93	93	25	12	49	38	555	88	21	63	39	53	125	415	39	32	74	7	1	20	32	194	318	214	65
ASV103	0	0	0	0	0	1	0	4	238	1	1	38	51	76	21	5	20	517	0	5	143	39	83	47	0	1	2	1	9	625	1	12	1951	130	0	5	77	0	3	80	98	46	244	143	4	2	120	7	35	9	174	26	262	21	65	1	4	0	13	421	104	138	190	537	1	5	313	3	5	1	56	8	330	361	4	0	2	1	618	0	174	0	311	0	0	2	0	237	93	383	98
ASV104	0	0	0	0	0	0	0	46	519	2	3	174	8	172	8	4	9	146	9	4	228	128	111	848	0	1	60	11	79	122	17	26	43	118	109	6	29	6	121	30	13	11	65	241	0	4	107	1	99	14	90	39	377	49	16	6	147	9	13	1016	340	499	36	245	5	8	80	85	24	17	36	31	544	91	12	47	42	45	144	378	30	25	67	3	1	17	25	176	261	237	83
ASV105	0	0	0	0	0	0	0	0	0	509	0	0	0	1	0	6	1	0	0	312	0	0	496	0	0	0	0	0	0	0	0	0	0	8076	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	0	3	0
ASV106	0	0	0	3	0	0	0	34	0	9	19	3	75	154	24	2	74	2158	2	4	37	40	0	77	0	0	0	0	0	30	1	4	0	37	8	0	81	0	2	0	12	17	2221	0	0	7	0	10	0	0	1679	7	0	41	15	32	1	44	23	1	12	0	7	0	0	1	1	0	0	14	167	0	571	36	74	0	27	32	1620	10	9	0	1967	0	1	0	6	295	1	1726	102
ASV107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1096	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	6682	0	0	0	0	0	0	0	0	0
ASV108	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	13	0	2412	17	0	0	0	0	0	0	0	18	0	0	0	0	0	0	5	0	0	28	0	7	0	0	0	122	0	0	0	10	0	0	2	80	1	0	0	0	0	0	0	0	0	2	0	6	0	0	901	18	0	181	0	0	2	0	109	2	0	1	0	2817	0	8	0	119	0	17	0	227	6	2	2148	58
ASV109	0	0	0	0	0	0	0	3	0	6	3	0	2	1	11	69	3	49	138	73	16	85	23	21	0	0	0	1	0	5	0	4	0	6	16	3	35	1	34	11	1746	1925	3	355	87	2	1	0	2	2	7	2	0	20	2050	11	3	2	11	21	18	224	5	8	0	88	722	0	74	3	3	0	142	2	12	114	7	9	53	13	43	7	4	1	0	1	7	23	5	34	42
ASV110	0	0	0	0	13	0	0	578	0	10	167	7	2	0	4	569	0	0	1498	14	0	2	0	0	0	0	0	0	11	0	468	22	2	0	545	0	0	270	345	0	0	0	0	1	256	19	0	1	0	0	0	0	0	31	0	0	0	0	985	0	0	0	0	0	260	1217	2	211	0	0	1	251	0	0	77	609	487	761	0	0	0	4	1	0	476	0	4	0	0	0	0
ASV111	0	0	0	0	0	0	0	15	0	3	4	0	2	6	26	96	2	63	184	91	30	120	21	14	1	3	2	0	0	6	0	3	0	5	14	6	49	3	31	12	1576	1623	5	371	95	2	3	0	2	2	3	2	0	22	1789	16	4	3	7	35	19	342	9	5	0	82	630	0	177	1	3	2	194	2	16	82	14	18	57	9	27	7	8	1	1	0	1	33	4	43	72
ASV112	0	0	0	0	0	0	0	0	0	754	0	0	1	0	0	43	0	0	0	0	3	0	10	0	0	0	0	10	0	0	0	0	0	3	0	0	0	2455	0	36	0	0	0	0	0	7	0	637	11	0	0	0	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	83	0	0	0	1	0	0	0	0	0	119	0	0	0	3753	2	0	0	2	0	0
ASV113	0	0	0	0	0	0	0	42	463	6	1	133	14	135	17	1	10	149	14	3	247	126	113	842	4	2	64	12	69	131	17	25	59	98	99	9	33	7	86	28	15	9	50	246	0	2	102	1	93	13	79	34	350	54	20	3	113	12	9	873	311	423	38	213	7	6	88	75	32	22	50	29	508	65	25	49	40	39	109	348	23	22	80	1	3	17	20	153	276	182	46
ASV114	0	0	0	0	0	0	0	0	256	0	0	0	0	192	0	0	0	0	0	0	1	0	579	5	0	0	0	0	0	0	0	0	0	329	0	0	0	0	0	3401	0	0	0	0	0	0	0	0	1904	0	0	0	1	0	0	0	0	0	1	0	1230	0	0	8	0	0	8	0	441	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	53	67	0	0
ASV115	0	0	1	0	0	0	0	3	187	2	0	31	51	48	15	0	19	421	0	4	121	34	81	54	1	0	2	0	9	567	3	12	1602	120	0	7	49	0	7	71	85	27	213	145	9	1	120	5	28	2	166	20	207	27	52	2	2	1	13	365	97	137	208	473	0	2	313	1	9	0	36	1	319	307	5	0	0	3	459	0	175	0	299	0	0	3	0	263	74	351	105
ASV116	0	0	0	0	0	0	0	0	315	0	0	0	0	210	0	0	0	0	0	0	1	0	578	1	0	0	0	0	0	0	0	0	0	358	0	0	0	0	0	3199	0	0	0	0	0	0	1	0	1817	0	1	0	1	0	0	0	0	0	0	0	1256	0	0	10	0	0	5	0	431	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	55	72	0	0
ASV117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	2447	2375	0	0	0	0	0	0	0	0	0	0	0	6	615	783	23	55	0	0	0	0	2	0	24	0	0	0	993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	650	0	18	239	0	0	0	0	66	0	0
ASV119	0	0	0	1	0	0	0	5	195	0	2	31	36	56	15	0	11	446	0	5	139	27	71	34	0	1	2	0	7	550	4	5	1596	117	0	4	55	0	4	80	87	41	213	126	11	0	98	10	31	8	146	38	194	15	33	0	7	0	10	371	101	107	202	437	1	5	302	0	9	0	31	6	324	313	6	0	0	5	469	0	130	0	293	1	0	3	0	195	76	311	118
ASV120	0	0	0	1	0	0	0	38	0	1	12	2	60	157	28	2	100	1979	6	1	39	29	0	76	0	0	0	0	0	22	0	7	0	32	6	0	86	2	2	0	8	16	1975	0	0	10	0	15	0	0	1560	6	0	33	9	32	1	41	17	1	6	0	7	0	0	2	0	0	0	14	131	0	514	19	64	1	32	24	1402	15	6	0	1869	0	4	0	7	276	0	1494	79
ASV121	0	0	0	2	0	0	0	5	0	0	1	0	1	3	9	58	1	49	125	52	11	71	22	17	0	1	0	0	1	12	0	1	3	6	8	1	34	0	31	16	1562	1598	2	268	80	2	0	0	6	2	5	1	0	12	1893	12	2	3	21	14	12	214	11	3	0	68	670	0	65	1	0	0	135	4	14	79	9	4	67	16	43	4	7	1	0	0	6	13	3	35	42
ASV122	0	0	0	0	0	0	0	39	430	4	7	131	21	82	9	2	14	134	12	7	188	104	57	731	0	0	52	8	82	92	10	16	32	92	84	12	31	1	80	26	23	9	56	216	0	1	79	1	69	9	69	21	334	51	10	5	119	3	8	757	243	342	51	196	15	6	70	58	22	16	42	34	467	72	5	50	33	34	99	296	22	21	46	5	3	14	17	147	269	166	45
ASV123	1	0	1	2	0	0	0	138	1250	74	17	5	26	163	24	30	17	70	13	8	53	141	6	98	7	6	400	40	3	91	149	9	10	19	33	30	113	1	3	177	63	75	139	30	17	7	22	89	36	6	158	19	185	34	77	200	74	61	2	54	34	23	53	32	74	0	0	19	3	26	110	7	729	97	208	42	151	109	59	0	59	67	87	8	172	17	62	25	21	72	6
ASV124	0	0	0	0	0	0	0	8	0	4	1	0	5	0	18	65	0	53	121	44	11	72	17	15	2	3	0	0	0	6	0	3	0	5	9	1	36	1	23	6	1578	1604	7	272	97	2	3	0	2	0	6	3	0	16	1841	12	3	10	11	16	18	212	15	2	2	53	693	0	66	3	1	0	143	4	8	82	14	5	65	7	28	5	11	0	0	0	18	26	5	29	39
ASV125	0	0	0	0	0	0	0	0	0	449	0	0	1	0	0	6	0	0	0	268	0	0	402	0	0	0	0	0	0	0	0	0	0	6911	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
ASV126	0	0	0	0	0	0	0	0	0	414	0	0	0	0	0	2	0	1	0	287	0	0	368	0	0	0	0	0	0	0	0	0	0	6885	1	0	0	0	0	0	2	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0
ASV127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7289	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	854	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5582	0	0	0	0	0	0	0	0	0
ASV129	0	0	0	0	0	0	0	0	241	0	0	0	0	169	0	0	0	0	0	0	0	1	468	4	0	1	1	1	0	0	0	0	0	251	0	0	0	0	0	2785	0	0	0	0	0	0	0	0	1559	0	0	0	0	0	0	0	0	0	0	0	1096	0	0	4	0	0	2	0	384	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	50	67	0	0
ASV130	1	0	0	0	0	0	0	0	183	0	2	26	33	66	12	4	25	366	0	4	100	33	47	26	0	0	2	0	3	491	1	6	1395	97	2	4	59	0	4	68	53	39	180	108	4	1	84	5	17	5	136	22	143	16	44	1	4	0	10	334	87	100	158	379	0	0	222	5	10	0	35	4	213	248	5	0	4	1	381	0	137	0	257	0	0	3	0	166	75	269	80
ASV131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	1891	11	0	0	0	0	0	0	0	19	0	0	0	0	0	0	8	0	0	14	1	3	0	0	0	100	0	0	0	12	0	0	1	69	0	0	0	0	0	0	0	0	0	0	0	12	0	0	722	15	0	125	0	0	3	0	77	0	0	0	0	2199	0	4	0	135	0	17	0	201	3	1	1779	67
ASV132	0	0	0	0	0	0	0	27	363	1	0	109	9	92	11	1	7	115	8	6	163	93	70	689	0	1	37	9	82	93	13	15	37	82	75	15	20	6	71	21	15	10	44	153	0	1	68	2	66	4	65	24	262	49	10	6	96	4	9	689	251	328	34	185	5	5	60	60	12	19	35	18	374	52	11	24	35	19	79	278	19	15	45	3	3	5	16	137	196	147	45
ASV133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	838	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5451	0	0	0	0	0	0	0	0	0
ASV134	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	9	0	1997	14	0	0	0	0	0	0	0	19	0	0	0	0	0	0	11	0	0	10	0	1	0	0	0	102	0	0	0	16	0	0	0	71	0	0	0	0	0	0	0	0	0	2	0	5	0	0	726	14	0	123	0	0	2	0	92	0	0	1	0	2204	0	7	0	118	0	17	0	197	1	3	1780	47
ASV135	0	0	0	0	0	1	0	27	382	5	5	101	15	100	11	0	6	97	7	7	148	96	89	647	1	4	35	12	68	95	9	16	38	97	64	7	26	3	65	18	9	8	45	157	0	1	70	2	81	7	54	18	277	33	9	4	86	5	12	648	260	372	32	173	6	9	72	47	23	13	44	31	415	67	13	41	35	26	75	303	28	20	44	3	2	15	22	120	188	130	38
ASV136	0	1	0	0	0	0	0	0	0	364	0	0	0	0	0	4	0	0	0	222	0	0	339	0	0	0	0	0	0	0	0	0	0	5962	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
ASV137	0	0	0	0	11	0	0	496	0	17	119	8	2	0	0	440	0	0	1280	3	0	1	0	0	0	0	0	0	4	1	349	11	2	0	416	0	0	220	291	0	1	1	0	3	201	8	0	1	0	0	0	1	0	31	0	0	0	0	714	2	0	0	0	0	208	1068	1	142	0	0	0	204	0	0	62	451	387	582	0	0	0	2	0	0	352	0	1	0	0	0	0
