OTU	NTC	NTC	NTC	NTC	NTC	NTC	P2	D26	P27	P6	D6	V6	S6	V4	P9	S22	D2	P30A	V9	S13	S30A	D9	D13	V13	V23	V17	V16	D16	S17	P22	P17	D17	S9	P10	D22	S4	P5	P23	D23	V2	V2_3	S2_2	D24	V24	V5	S24	P26	S31	S27	S2	V27	S26	V10	V2_2	V30B	V78	V30A	P16	D30B	S10	D30A	S78	D31	P13	D4	D5	P76	D76	V76	S30B	P31	D78	S76	P78	P4	P2_2	P2_3	D2_2	D27	S23	P24	S2_3	V31	P30B	V26	V22	D10	S16	D2_3	S5
OTU284	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	43	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	5	0	0	0	1	0	0	0	7	0	0	106	0	0	0	3	0	0	3	0	28	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
OTU285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU286	0	0	0	0	0	0	0	84	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	29	11	1	0	0	10	0	0	0	5	0	20	0	0	17	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
OTU287	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	96	0	0	0	0	0	0	0	0	0	0	1	51	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	67	70	0
OTU288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0
OTU290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	9	0	0	0	1	0	0	0	0	0	31	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	12	0	4	0	0	0	0	0	0	42	0
OTU291	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	154	0	0	0	0	0	0	0	9	0	0	1	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0
OTU292	0	0	10	0	0	0	89	38	52	6	1	39	24	15	5	2	11	1	9	14	21	2	6	0	7	102	1	2	40	5	9	0	3	12	0	81	0	6	58	18	18	51	77	1	11	2	79	11	14	80	34	17	30	15	42	6	17	0	2	46	6	15	34	11	0	0	1	0	1	32	1	252	15	51	18	88	51	1	0	44	62	45	2	17	1	0	1	3	1	1
OTU293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	14	0	0	0	18	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	289	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	0	0	0	2	0	0	0	1	0	0	0	8	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	162	0	0
OTU296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU297	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	1	0	0	0	11	0	0	3	0	0	22	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	2	27	0	0	7	1	0	0	0	34	0	0	0	0	0	0	0	2	0	10	0	23	0	0	0	0	0	25	1	0
OTU298	0	0	0	0	0	0	0	15	0	0	5	0	7	0	0	0	5	0	0	5	4	0	0	0	0	0	0	1	1	0	0	0	0	0	0	17	0	0	2	0	0	9	1	0	0	22	0	137	1	4	0	21	0	0	0	0	0	0	2	3	4	2	1	0	0	184	0	128	0	0	0	0	0	0	0	0	0	6	2	16	0	4	0	0	0	0	0	6	8	1
OTU299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	80	61	0	0	14	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU300	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	2	0	5	44	0	87	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU302	0	0	0	0	0	0	0	148	0	0	0	0	5	0	0	7	0	0	0	5	1	0	41	0	0	0	0	3	0	0	0	8	1	0	5	9	0	0	2	0	0	0	3	0	0	0	0	5	0	0	1	0	0	0	0	0	0	1	15	15	0	16	0	0	0	2	0	17	0	104	0	0	68	0	0	1	0	0	3	2	0	1	0	0	0	0	5	37	0	0
OTU303	0	0	0	0	0	0	0	0	0	0	2	0	40	0	0	0	0	0	0	0	0	0	5	0	0	0	0	3	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	1	0	106	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0
OTU304	0	0	0	0	0	0	0	0	12	0	1	0	0	0	0	74	5	1	0	21	5	0	5	0	3	0	0	5	16	1	1	0	1	0	1	9	0	2	27	0	0	6	16	0	0	7	1	12	0	2	4	7	0	0	0	0	0	2	7	13	0	12	0	0	279	106	1	6	0	5	3	11	0	0	1	2	2	19	7	5	0	6	0	0	0	0	0	3	16	17
OTU305	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	2	1	0	1	0	0	0	12	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU306	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU307	0	0	0	0	0	0	0	6	0	1	0	0	3	0	0	1	0	2	0	1	0	0	0	0	1	0	19	34	4	0	0	0	1	0	1	1	5	0	0	2	1	1	0	0	1	12	0	0	4	3	5	6	0	1	1	4	0	0	2	7	0	2	0	0	0	0	0	0	1	4	0	65	0	0	1	2	1	0	0	0	0	3	1	0	0	0	0	0	0	0
OTU308	0	0	0	0	0	0	0	0	0	0	5	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	15	0	0	0	0	0	1	2	0	18	0	3	0	0	0	0	0	0	0	0	0	14	0	8	1	0	47	7	0	3	0	0	0	18	0	0	0	0	0	0	0	0	0	1	0	0	0	0	32	2	1	0
OTU309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	6	0	0	2	17	0	0	0	1	1	0	0	4	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	122	0	0	0	0	0
OTU310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	1	152	6	21	0	0	0	0	0	0	0	0	0	2341	0	0	0	253	0	0	18	0	27	0	0	0	0	0	0	807	0	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	69	0	0	0	0	237	0	0
OTU311	0	0	0	0	0	0	0	0	0	0	8	1	1	0	0	21	0	0	0	0	0	0	0	0	47	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	4	0	15	1	0	0	0	0	7	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	2	1	0	0	2	0	0	0	1	0	34	9	0	1	0	0	0	0	0
OTU312	0	0	0	0	0	0	1	0	0	0	0	40	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	40	30	0	0	0	0	0	0	0	0	0	3	2	0	35	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0
OTU313	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	8	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	94	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2
OTU314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0
OTU316	0	0	0	0	0	0	2	4	2	0	0	0	0	2	1	0	0	5	0	0	0	0	0	0	0	1	0	0	0	9	0	1	0	0	0	2	3	0	0	1	0	4	0	0	6	3	0	5	10	5	19	0	3	2	0	1	2	0	0	1	0	0	0	0	0	0	0	3	6	4	6	0	0	9	1	2	0	0	0	0	1	4	9	0	13	12	11	2	0	0
OTU317	0	0	0	0	0	0	0	0	78	199	27	22	3	13	11	0	5	0	0	0	0	0	0	0	0	0	12	126	0	259	7	0	0	144	50	0	176	0	0	0	0	0	0	0	0	0	0	9	0	0	0	1	0	0	2	0	0	255	0	38	0	0	0	0	0	25	0	0	6	0	104	0	3	10	124	0	0	11	0	6	0	0	0	0	4	0	1	0	10	27
OTU318	0	0	0	0	0	0	0	0	151	123	3	36	9	0	0	4	0	0	0	0	0	0	0	0	0	0	3	20	0	105	21	0	0	166	17	0	80	0	0	0	0	0	0	0	0	1	0	16	1	0	0	0	0	0	0	0	0	183	1	4	0	0	0	0	0	0	0	0	0	26	0	0	0	0	56	0	0	0	0	11	0	0	0	1	9	0	1	0	0	4
OTU319	0	0	0	0	0	0	0	1	0	0	0	0	47	0	0	0	8	0	0	11	1	1	0	0	0	0	0	0	0	0	0	0	15	0	0	127	0	0	12	0	0	120	3	0	0	281	1	6	0	107	0	0	0	0	0	0	0	0	0	71	0	31	0	0	9	253	0	1	0	92	0	0	6	0	0	0	0	13	0	38	0	195	0	0	0	0	0	35	5	55
OTU320	0	0	0	0	0	0	1	3	1	0	2	0	0	3	7	1	2	8	4	2	0	0	2	0	2	0	0	0	0	4	6	0	1	15	9	18	0	3	0	0	0	1	2	7	0	5	2	2	0	0	0	0	1	0	0	6	0	0	1	0	38	3	2	14	0	0	0	0	0	0	0	5	2	29	5	0	0	5	0	0	0	1	0	0	0	10	0	0	3	10
OTU321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU322	0	0	0	0	0	0	17	0	0	0	0	33	15	3	0	1	98	0	1	4	1	0	4	0	0	0	0	0	4	0	2	0	14	0	0	21	0	0	0	2	1	325	0	0	6	0	3	0	4	341	8	0	4	3	1	0	1	2	0	2	0	1	0	1	0	0	0	0	0	9	1	74	2	4	0	10	14	52	1	4	0	273	0	1	0	0	8	0	28	7
OTU323	0	0	0	0	0	0	0	2	0	0	0	0	23	0	0	0	6	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	10	0	0	147	0	0	4	0	0	72	0	0	0	181	0	2	0	57	0	0	0	0	0	0	0	0	0	36	3	148	0	0	49	106	0	1	0	47	0	0	70	0	0	0	0	7	10	65	0	84	0	0	0	0	0	76	2	38
OTU324	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	1	0	0	3	3	0	9	52	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
OTU325	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	5	0	0	13	4	2	0	0	1	0	0	3	8	0	0	16	11	0	0	0	0	0	0	0	0	1	0	0	0	23	0	4	0	2	0	29	0	0	0	0	0	0	13	4	0	9	0	0	3	1	0	23	0	57	0	12	26	0	0	0	0	8	1	11	0	4	0	0	0	0	0	6	9	0
OTU326	0	0	0	0	0	0	1	0	0	1	0	0	0	6	0	0	9	0	4	0	0	13	0	0	0	0	0	0	0	0	1	0	3	0	0	1	0	0	0	17	3	4	0	0	0	0	0	2	0	2	0	0	0	7	0	0	0	0	0	0	0	1	0	4	0	0	0	0	2	3	0	0	0	0	74	3	0	0	0	0	0	2	1	1	0	0	0	0	4	8
OTU327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	9	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	4	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	4	0	6	0	0	0	0	0	0	0	0
OTU328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU329	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	14	3	0	1	0	0	20	0	0	12	0	0	0	3	0	0	1	22	6	0	0	0	0	1	0	0	0	2	0	6	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	25	0	16	0	0	0	0	14	0	0	0
OTU330	0	0	0	0	0	0	18	0	0	0	0	0	0	0	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	29	0	0	0	0	0	0	0	0	0	0	0	0	1	5	31	32	0	0	0	0	0	0	0	0	0	0	0	0	13
OTU331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	53	0
OTU332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU333	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	8	0	0	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	113	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU335	0	0	0	0	0	0	2	2	25	0	0	0	2	14	5	1	0	0	18	16	2	22	2	0	3	1	0	0	13	1	18	0	191	0	0	8	0	1	0	0	0	6	0	0	0	0	29	8	0	4	2	1	0	0	0	0	0	2	0	23	0	0	15	0	0	0	2	0	0	5	1	1	0	11	2	4	1	0	0	90	51	8	0	0	0	0	1	0	0	3
OTU336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0
OTU337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	45	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	13	0	0	12	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
OTU338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	2	6	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	4	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	2
OTU340	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0	1	0	2	0	0	0	0	0	0	0	4	0	0	0	11	0	0	5	0	3	0	0	1	18	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	4	0	9	0	25	0	0	0	0	0	19	5	0
OTU341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63
OTU342	0	0	0	0	0	0	11	0	0	0	0	0	0	1	0	0	0	0	3	0	7	0	0	4	2	0	0	0	2	7	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	1	0	0	5	0	6	0	0	0	0	0	2	0	0	10	0	0	5	0	0	0	0	0	4	0	0	1	4	0	14	6	0	0	18	0	4	0	0	3	4	0	0	0	0
OTU343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU344	0	0	0	0	0	0	0	0	0	1	2	0	2	0	0	2	0	1	1	3	4	0	0	3	8	5	11	0	2	0	0	0	1	0	0	0	1	1	0	16	12	4	0	0	0	2	0	4	1	1	4	4	0	5	1	1	0	0	0	0	0	1	5	1	0	77	0	3	1	1	0	0	4	0	0	1	0	5	3	1	0	4	1	0	4	0	0	1	2	2
OTU345	0	0	0	0	0	0	2	0	0	0	0	0	0	1	4	0	0	0	0	0	2	0	1	0	1	1	0	0	0	1	0	0	2	0	0	1	0	0	0	2	0	2	0	2	1	2	1	1	1	1	5	0	1	5	0	0	0	0	0	0	0	1	0	13	0	0	1	1	1	0	0	0	0	8	0	0	2	0	0	58	2	0	0	0	0	0	20	0	0	0
OTU346	0	0	0	0	0	0	7	55	0	4	23	13	98	9	0	158	305	2	12	243	17	153	55	0	1	0	0	84	47	43	9	65	15	10	23	8	2	9	87	5	5	45	8	6	3	18	1	58	2	37	8	36	16	9	1	0	1	15	211	44	18	16	16	1	10	3997	1	57	0	74	4	36	13	10	4	9	11	375	34	86	0	57	22	7	2	1	856	115	267	55
OTU347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
OTU348	0	0	0	0	0	0	3	0	5	1	3	2	1	0	60	12	55	10	211	49	14	141	342	1	0	0	0	51	7	4	72	0	4	131	4	10	4	6	0	0	0	3	0	0	1	24	19	2	31	10	32	20	3	0	6	4	6	98	97	1	3	4	329	3	4	33	2	64	12	15	11	124	16	5	12	6	6	59	99	0	5	6	0	1	0	0	119	1	39	1
OTU349	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	5	0	0	2	0	0	0	1	3	0	0	0	0	0	1	0	0	6	5	0	0	0	0	14	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	10	0	4	2	0	0	0	0	23	0	1	0	0	0	0	0	3
OTU350	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	127	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	0	9	0	0	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	12	1	0	0	0
OTU351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU352	0	0	0	0	0	0	2	0	0	0	0	0	0	10	0	0	11	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	22	0	0	0	1	0	0	0	0	14	0	0	2	0	0	0	0	0	0	1	0	2	0	0	1	0	0	0	5	0	0	0	0	0	16	0	5	0	6	1	1	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU353	0	0	0	0	0	0	0	0	5	0	15	2	0	0	0	0	0	0	0	0	159	4	0	0	0	1	0	0	24	0	0	0	9	0	0	11	0	0	0	0	1	0	38	0	0	0	3	1	0	1	0	0	0	0	0	0	0	0	0	105	46	0	0	0	0	0	0	0	0	0	0	7	5	0	2	0	0	0	0	5	3	0	0	0	0	0	0	0	0	2
OTU354	0	0	0	0	0	0	4	0	20	14	2	14	26	569	1	21	1	32	0	64	21	0	18	0	1	11	0	0	39	445	14	9	0	3	2	50	0	2	0	2	1	107	0	2	0	0	300	432	0	84	0	7	7	2	130	4	6	0	26	98	0	1	14	13	0	0	51	0	26	259	16	0	46	531	39	0	0	3	0	18	0	90	13	48	0	0	532	0	3	1
OTU355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0	1	0	0	0	0	16	0	35	0	0	38	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	8
OTU356	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	7	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	3	7	0	0	0	7	0	1	0	10	2	23	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	0	1	0	1	0	0	0	0	0	0	4	9	0	0	3	6	21	0	2
OTU357	0	0	0	0	0	0	0	54	0	0	3	0	76	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
